Lineup,QB,RB1,RB2,WR1,WR2,WR3,TE,FLEX,DEF,Salary,Projected,Ownership
1,Lamar Jackson,Jonathan Taylor,James Cook III,Zay Flowers,Quentin Johnston,Chris Godwin Jr.,Brock Wright,Tre Tucker,Carolina Panthers,60000,174.7,161.0
2,Caleb Williams,Jonathan Taylor,James Cook III,Rome Odunze,Chris Godwin Jr.,Tre Tucker,Brock Wright,David Montgomery,Carolina Panthers,59200,172.3,154.0
