Lineup,QB,RB1,RB2,WR1,WR2,WR3,TE,FLEX,DEF,Salary,Projected,Ownership
1,Justin Herbert,Jonathan Taylor,David Montgomery,Amon-Ra St. Brown,Rome Odunze,Quentin Johnston,Brock Wright,Tre Tucker,Carolina Panthers,60000,166.0,146.0
2,Caleb Williams,Jonathan Taylor,James Cook III,Rome Odunze,Quentin Johnston,Chris Godwin Jr.,Hunter Henry,Tre Tucker,Carolina Panthers,59700,166.7,151.0
3,Lamar Jackson,Jonathan Taylor,James Cook III,Rome Odunze,Tre Tucker,Devontez Walker,Hunter Henry,David Montgomery,Atlanta Falcons,59900,165.7,154.0
