Lineup,QB,RB1,RB2,WR1,WR2,WR3,TE,FLEX,DEF,Salary,Projected,Ownership
1,Caleb Williams,Jonathan Taylor,James Cook III,Rome Odunze,Quentin Johnston,Chris Godwin Jr.,Hunter Henry,Tre Tucker,Carolina Panthers,59700,170.4,151.0
2,Lamar Jackson,Jonathan Taylor,James Cook III,Rome Odunze,Chris Godwin Jr.,Tre Tucker,Hunter Henry,Devontez Walker,Atlanta Falcons,59300,162.9,151.0
3,Caleb Williams,Jonathan Taylor,David Montgomery,Puka Nacua,Rome Odunze,Quentin Johnston,Jack Stoll,Tre Tucker,Carolina Panthers,59800,160.1,151.0
