Lineup,QB,RB1,RB2,WR1,WR2,WR3,TE,FLEX,DEF,Salary,Projected,Ownership
1,Lamar Jackson,Jonathan Taylor,James Cook III,Amon-Ra St. Brown,Quentin Johnston,Tre Tucker,Brock Wright,Devontez Walker,Carolina Panthers,59800,166.1,161.0
2,Daniel Jones,Jonathan Taylor,James Cook III,Amon-Ra St. Brown,Quentin Johnston,Tre Tucker,Brock Wright,Michael Pittman Jr.,Carolina Panthers,59900,164.8,153.0
3,Caleb Williams,Jonathan Taylor,James Cook III,Puka Nacua,Rome Odunze,Tre Tucker,Brock Wright,Kristian Wilkerson,Carolina Panthers,59800,164.3,156.0
