Lineup,QB,RB1,RB2,WR1,WR2,WR3,TE,FLEX,DEF,Salary,Projected,Ownership
1,Lamar Jackson,Jonathan Taylor,James Cook III,Rome Odunze,Quentin Johnston,Tre Tucker,Hunter Henry,Devontez Walker,Los Angeles Rams,59900,160.8,146.0
2,Caleb Williams,Jonathan Taylor,James Cook III,Rome Odunze,Keenan Allen,Chris Godwin Jr.,Hunter Henry,Tre Tucker,Carolina Panthers,60000,157.8,146.0
