Lineup,QB,RB1,RB2,WR1,WR2,WR3,TE,FLEX,DEF,Salary,Projected,Ownership
1,Lamar Jackson,Jonathan Taylor,James Cook III,Amon-Ra St. Brown,Quentin Johnston,Tre Tucker,Jack Stoll,Devontez Walker,Carolina Panthers,59400,157.4,161.0
2,Caleb Williams,Jonathan Taylor,James Cook III,Rome Odunze,Ricky Pearsall,Quentin Johnston,Hunter Henry,Tre Tucker,Carolina Panthers,59900,150.9,146.0
