Lineup,QB,RB1,RB2,WR1,WR2,WR3,TE,FLEX,DEF,Salary,Projected,Ownership
1,Daniel Jones,Jonathan Taylor,David Montgomery,Puka Nacua,Rome Odunze,Quentin Johnston,Brock Wright,Michael Pittman Jr.,Carolina Panthers,59900,145.7,128.0
2,Daniel Jones,James Cook III,David Montgomery,Puka Nacua,Amon-Ra St. Brown,Tre Tucker,David Martin-Robinson,Michael Pittman Jr.,Atlanta Falcons,60000,137.1,128.0
