Lineup,QB,RB1,RB2,WR1,WR2,WR3,TE,FLEX,DEF,Salary,Projected,Ownership
1,Caleb Williams,Jonathan Taylor,James Cook III,Rome Odunze,Quentin Johnston,Chris Godwin Jr.,Dalton Kincaid,Tre Tucker,Carolina Panthers,59800,161.6,146.0
2,Caleb Williams,Jonathan Taylor,David Montgomery,Puka Nacua,Rome Odunze,Chris Godwin Jr.,David Martin-Robinson,Tre Tucker,Atlanta Falcons,59800,150.2,146.0
