Lineup,QB,RB1,RB2,WR1,WR2,WR3,TE,FLEX,DEF,Salary,Projected,Ownership
1,Caleb Williams,James Cook III,David Montgomery,Puka Nacua,Rome Odunze,Chris Godwin Jr.,Brock Wright,Tre Tucker,Carolina Panthers,59100,168.3,146.0
2,Lamar Jackson,Jonathan Taylor,James Cook III,Zay Flowers,Quentin Johnston,Chris Godwin Jr.,Brock Wright,Tre Tucker,Carolina Panthers,60000,167.8,156.0
3,Justin Herbert,Jonathan Taylor,James Cook III,Rome Odunze,Quentin Johnston,Tre Tucker,Brock Wright,David Montgomery,Atlanta Falcons,59900,166.9,154.0
