Lineup,QB,RB1,RB2,WR1,WR2,WR3,TE,FLEX,DEF,Salary,Projected,Ownership
1,Caleb Williams,Jonathan Taylor,James Cook III,Rome Odunze,Keenan Allen,Chris Godwin Jr.,Brock Wright,Tre Tucker,Los Angeles Rams,59700,171.2,156.0
2,Lamar Jackson,Jonathan Taylor,James Cook III,Amon-Ra St. Brown,Chris Godwin Jr.,Tre Tucker,Brock Wright,Devontez Walker,Carolina Panthers,59700,165.3,151.0
3,Lamar Jackson,Jonathan Taylor,James Cook III,Puka Nacua,Quentin Johnston,Tre Tucker,Jack Stoll,Devontez Walker,Carolina Panthers,60000,163.4,161.0
