Lineup,QB,RB1,RB2,WR1,WR2,WR3,TE,FLEX,DEF,Salary,Projected,Ownership
1,Jared Goff,Jonathan Taylor,James Cook III,Amon-Ra St. Brown,Quentin Johnston,Chris Godwin Jr.,Jack Stoll,Tre Tucker,Carolina Panthers,60000,163.1,161.0
2,Josh Allen,Jonathan Taylor,James Cook III,Puka Nacua,Quentin Johnston,Tre Tucker,Jack Stoll,Kristian Wilkerson,Carolina Panthers,59900,159.8,151.0
