Lineup,QB,RB1,RB2,WR1,WR2,WR3,TE,FLEX,DEF,Salary,Projected,Ownership
1,Caleb Williams,Jonathan Taylor,James Cook III,Rome Odunze,Quentin Johnston,Chris Godwin Jr.,Dalton Kincaid,Tre Tucker,Carolina Panthers,59800,164.6,151.0
2,Daniel Jones,Jonathan Taylor,James Cook III,Puka Nacua,Chris Godwin Jr.,Tre Tucker,David Martin-Robinson,Michael Pittman Jr.,Carolina Panthers,59900,149.9,143.0
