Lineup,QB,RB1,RB2,WR1,WR2,WR3,TE,FLEX,DEF,Salary,Projected,Ownership
1,Daniel Jones,Jonathan Taylor,James Cook III,Rome Odunze,Tre Tucker,Michael Pittman Jr.,Dalton Kincaid,David Montgomery,Carolina Panthers,59900,172.6,151.0
2,Daniel Jones,Jonathan Taylor,James Cook III,Rome Odunze,Chris Godwin Jr.,Tre Tucker,Brock Wright,Michael Pittman Jr.,Indianapolis Colts,59700,171.4,143.0
3,Lamar Jackson,Jonathan Taylor,James Cook III,Amon-Ra St. Brown,Chris Godwin Jr.,Tre Tucker,Brock Wright,Devontez Walker,Carolina Panthers,59700,168.4,161.0
