Lineup,QB,RB1,RB2,WR1,WR2,WR3,TE,FLEX,DEF,Salary,Projected,Ownership
1,Justin Herbert,Jonathan Taylor,James Cook III,Rome Odunze,Quentin Johnston,Chris Godwin Jr.,Brock Wright,Tre Tucker,Carolina Panthers,59100,160.2,146.0
2,Jared Goff,Jonathan Taylor,James Cook III,Amon-Ra St. Brown,Quentin Johnston,Chris Godwin Jr.,Jack Stoll,Tre Tucker,Carolina Panthers,60000,157.8,161.0
