Lineup,QB,RB1,RB2,WR1,WR2,WR3,TE,FLEX,DEF,Salary,Projected,Ownership
1,Caleb Williams,Jonathan Taylor,James Cook III,Rome Odunze,Keenan Allen,Chris Godwin Jr.,Brock Wright,Tre Tucker,Carolina Panthers,59000,170.9,151.0
2,Justin Herbert,Jonathan Taylor,James Cook III,Rome Odunze,Keenan Allen,Chris Godwin Jr.,Brock Wright,Tre Tucker,Atlanta Falcons,59600,163.4,146.0
