Lineup,QB,RB1,RB2,WR1,WR2,WR3,TE,FLEX,DEF,Salary,Projected,Ownership
1,Daniel Jones,Jonathan Taylor,Ashton Jeanty,Amon-Ra St. Brown,Wan'Dale Robinson,Michael Pittman Jr.,Brock Wright,Tre Tucker,Seattle Seahawks,59900,106.3,110.0
2,Justin Fields,Ashton Jeanty,Javonte Williams,Emeka Egbuka,Quentin Johnston,George Pickens,Darren Waller,Tre Tucker,Denver Broncos,59100,96.8,100.0
3,Justin Herbert,Jahmyr Gibbs,Javonte Williams,Jaxon Smith-Njigba,Zay Flowers,Michael Pittman Jr.,Brock Wright,Tre Tucker,Seattle Seahawks,60000,86.0,105.0
