Lineup,QB,RB1,RB2,WR1,WR2,WR3,TE,FLEX,DEF,Salary,Projected,Uniqueness,Avg_Ownership
1,Daniel Jones,Jonathan Taylor,Raheem Mostert,CeeDee Lamb,Quentin Johnston,Keenan Allen,Darren Waller,Tre Tucker,Seattle Seahawks,58900,113.4,69.0,12.4
2,Dak Prescott,Kenneth Walker III,Cam Skattebo,Amon-Ra St. Brown,Garrett Wilson,Emeka Egbuka,Brock Wright,George Pickens,Houston Texans,59900,90.3,71.0,11.8
