Lineup,QB,RB1,RB2,WR1,WR2,WR3,TE,FLEX,DEF,Salary,Projected,Ownership
1,Cooper Rush,Jonathan Taylor,Jahmyr Gibbs,Emeka Egbuka,Quentin Johnston,Michael Pittman Jr.,Darren Waller,Devontez Walker,Seattle Seahawks,59700,104.6,123.0
2,Justin Fields,Jonathan Taylor,Ameer Abdullah,Amon-Ra St. Brown,CeeDee Lamb,George Pickens,Darren Waller,Devontez Walker,Seattle Seahawks,59600,120.9,116.0
3,Daniel Jones,Bucky Irving,Omarion Hampton,Amon-Ra St. Brown,George Pickens,Tre Tucker,Jake Ferguson,Devontez Walker,Detroit Lions,59900,115.8,103.0
4,Cooper Rush,De'Von Achane,Chuba Hubbard,Jaxon Smith-Njigba,CeeDee Lamb,George Pickens,Darren Waller,Tre Tucker,Philadelphia Eagles,59800,102.9,108.0
5,Cooper Rush,Jonathan Taylor,Ameer Abdullah,Amon-Ra St. Brown,CeeDee Lamb,Emeka Egbuka,Darren Waller,Tre Tucker,Seattle Seahawks,60000,107.0,123.0
6,Lamar Jackson,Omarion Hampton,Ameer Abdullah,Amon-Ra St. Brown,Garrett Wilson,Quentin Johnston,Dallas Goedert,Tre Tucker,Houston Texans,59900,112.4,123.0
7,Cooper Rush,De'Von Achane,Javonte Williams,Amon-Ra St. Brown,CeeDee Lamb,Quentin Johnston,David Martin-Robinson,Tre Tucker,Denver Broncos,59900,93.6,111.0
