QB,RB,RB,WR,WR,WR,TE,FLEX,D
Daniel Jones,James Cook III,Jeremy McNichols,Amon-Ra St. Brown,Nico Collins,A.J. Brown,Brock Bowers,,Buffalo Bills
Marcus Mariota,James Cook III,Jeremy McNichols,Amon-Ra St. Brown,Nico Collins,A.J. Brown,Brock Bowers,,Buffalo Bills
Daniel Jones,James Cook III,Jeremy McNichols,Amon-Ra St. Brown,Nico Collins,Zay Flowers,Brock Bowers,,Buffalo Bills
Marcus Mariota,James Cook III,Jeremy McNichols,Amon-Ra St. Brown,Nico Collins,Zay Flowers,Brock Bowers,,Buffalo Bills
Marcus Mariota,James Cook III,Jahmyr Gibbs,Amon-Ra St. Brown,Nico Collins,Zay Flowers,Brock Bowers,,Buffalo Bills
