Lineup,Player_1,Player_2,Player_3,Player_4,Player_5,Player_6,Player_7,Player_8,Player_9,Total_Salary,Projected_Points,Contest_Type
1,Justin Herbert (QB) $7900,Jonathan Taylor (RB) $9500,James Cook III (RB) $8500,Rome Odunze (WR) $7200,Quentin Johnston (WR) $6200,Chris Godwin Jr. (WR) $6100,Brock Wright (TE) $4500,Tre Tucker (WR) $6000,Carolina Panthers (D) $3200,59100,166.64,gpp
2,Lamar Jackson (QB) $8700,Jonathan Taylor (RB) $9500,Bijan Robinson (RB) $8900,Rome Odunze (WR) $7200,Chris Godwin Jr. (WR) $6100,Tre Tucker (WR) $6000,Hunter Henry (TE) $5500,Devontez Walker (WR) $4400,Carolina Panthers (D) $3200,59500,167.87,gpp
3,Lamar Jackson (QB) $8700,Jonathan Taylor (RB) $9500,David Montgomery (RB) $6700,Puka Nacua (WR) $9400,Rome Odunze (WR) $7200,Tre Tucker (WR) $6000,Brock Wright (TE) $4500,Devontez Walker (WR) $4400,Atlanta Falcons (D) $3400,59800,167.93,gpp
