Lineup,QB,RB,RB2,WR,WR2,WR3,TE,FLEX,D,Total_Salary,Projected_Points,Ownership_Total,Correlation_Score
1,J.Hurts (00-0036389),S.Barkley (00-0034844),J.Gibbs (00-0039139),O.Zaccheaus (00-0035208),T.McLaurin (00-0035659),D.Smith (00-0036912),D.Schultz (00-0034383),,Baltimore Ravens Defense (DST_BAL),59906,151.93,199.7,0.393
2,J.Hurts (00-0036389),S.Barkley (00-0034844),J.Gibbs (00-0039139),T.McLaurin (00-0035659),D.Smith (00-0036912),J.Whittington (00-0039751),D.Schultz (00-0034383),,Baltimore Ravens Defense (DST_BAL),59906,151.93,199.7,0.515
3,J.Hurts (00-0036389),S.Barkley (00-0034844),J.Gibbs (00-0039139),O.Zaccheaus (00-0035208),T.McLaurin (00-0035659),P.Nacua (00-0039075),B.Sinnott (00-0039912),,Baltimore Ravens Defense (DST_BAL),59987,151.33,200.0,0.28
4,J.Hurts (00-0036389),S.Barkley (00-0034844),J.Gibbs (00-0039139),T.McLaurin (00-0035659),P.Nacua (00-0039075),J.Whittington (00-0039751),B.Sinnott (00-0039912),,Baltimore Ravens Defense (DST_BAL),59987,151.33,200.0,0.28
5,J.Hurts (00-0036389),S.Barkley (00-0034844),J.Gibbs (00-0039139),D.Smith (00-0036912),J.Wayne (00-0038728),P.Nacua (00-0039075),D.Schultz (00-0034383),,Baltimore Ravens Defense (DST_BAL),59968,151.23,199.9,0.515
