Lineup,QB,RB,RB2,WR,WR2,WR3,TE,FLEX,D,Total_Salary,Projected_Points,Ownership_Total,Correlation_Score
1,J.Hurts (00-0036389),S.Barkley (00-0034844),J.Gibbs (00-0039139),K.Raymond (00-0032464),A.Brown (00-0035676),J.Williams (00-0037240),I.Likely (00-0037838),,Baltimore Ravens Defense (DST_BAL),59843,159.5,199.5,0.28
2,J.Hurts (00-0036389),S.Barkley (00-0034844),J.Gibbs (00-0039139),K.Raymond (00-0032464),J.Williams (00-0037240),K.Shakir (00-0037261),I.Likely (00-0037838),,Baltimore Ravens Defense (DST_BAL),59984,158.38,199.9,0.28
3,J.Hurts (00-0036389),S.Barkley (00-0034844),J.Gibbs (00-0039139),D.Hopkins (00-0030564),A.Brown (00-0035676),J.Williams (00-0037240),I.Likely (00-0037838),,Baltimore Ravens Defense (DST_BAL),59965,157.8,199.9,0.41
4,J.Hurts (00-0036389),S.Barkley (00-0034844),J.Gibbs (00-0039139),J.Watson (00-0034386),A.Brown (00-0035676),J.Williams (00-0037240),I.Likely (00-0037838),,Baltimore Ravens Defense (DST_BAL),60000,157.8,200.0,0.41
5,J.Hurts (00-0036389),S.Barkley (00-0034844),J.Gibbs (00-0039139),O.Zaccheaus (00-0035208),A.Brown (00-0035676),J.Williams (00-0037240),I.Likely (00-0037838),,Baltimore Ravens Defense (DST_BAL),59967,157.8,199.9,0.41
