Lineup,Player_1,Player_2,Player_3,Player_4,Player_5,Player_6,Player_7,Player_8,Player_9,Total_Salary,Projected_Points,Contest_Type
1,Justin Herbert (QB) $7900,Jonathan Taylor (RB) $9500,James Cook III (RB) $8500,Rome Odunze (WR) $7200,Xavier Worthy (WR) $6700,Quentin Johnston (WR) $6200,Brock Wright (TE) $4500,Tre Tucker (WR) $6000,Atlanta Falcons (D) $3400,59900,172.59,gpp
2,Lamar Jackson (QB) $8700,Jonathan Taylor (RB) $9500,James Cook III (RB) $8500,Puka Nacua (WR) $9400,Chris Godwin Jr. (WR) $6100,Tre Tucker (WR) $6000,Charlie Woerner (TE) $4200,Devontez Walker (WR) $4400,Carolina Panthers (D) $3200,60000,166.0,gpp
3,Caleb Williams (QB) $7500,Jonathan Taylor (RB) $9500,James Cook III (RB) $8500,Rome Odunze (WR) $7200,Quentin Johnston (WR) $6200,Chris Godwin Jr. (WR) $6100,Hunter Henry (TE) $5500,Tre Tucker (WR) $6000,Carolina Panthers (D) $3200,59700,163.56,gpp
