QB,RB,RB,WR,WR,WR,TE,FLEX,D
Jalen Hurts,James Cook III,Jeremy McNichols,Amon-Ra St. Brown,Nico Collins,A.J. Brown,Brock Bowers,,Indianapolis Colts
Jalen Hurts,James Cook III,Ashton Jeanty,Amon-Ra St. Brown,Nico Collins,Alec Pierce,Brock Bowers,,Indianapolis Colts
Jalen Hurts,James Cook III,Nick Chubb,Amon-Ra St. Brown,Nico Collins,A.J. Brown,Brock Bowers,,Indianapolis Colts
Jalen Hurts,James Cook III,Ashton Jeanty,Amon-Ra St. Brown,A.J. Brown,Alec Pierce,Brock Bowers,,Indianapolis Colts
Jalen Hurts,James Cook III,Jeremy McNichols,Amon-Ra St. Brown,Nico Collins,Alec Pierce,Brock Bowers,,Indianapolis Colts
