QB,RB,RB,WR,WR,WR,TE,FLEX,D
Jalen Hurts,David Montgomery,Nick Chubb,Amon-Ra St. Brown,Nico Collins,Zay Flowers,Brock Bowers,,Detroit Lions
Jalen Hurts,Ashton Jeanty,David Montgomery,Amon-Ra St. Brown,Nico Collins,Zay Flowers,Brock Bowers,,Detroit Lions
Jalen Hurts,David Montgomery,Jacory Croskey-Merritt,Amon-Ra St. Brown,Nico Collins,Zay Flowers,Brock Bowers,,Detroit Lions
Jalen Hurts,David Montgomery,Nick Chubb,Amon-Ra St. Brown,Nico Collins,Zay Flowers,Brock Bowers,,Philadelphia Eagles
Jalen Hurts,Ashton Jeanty,Nick Chubb,Amon-Ra St. Brown,Nico Collins,Zay Flowers,Brock Bowers,,Detroit Lions
