QB,RB,RB,WR,WR,WR,TE,FLEX,D
Daniel Jones,Jahmyr Gibbs,David Montgomery,Amon-Ra St. Brown,Nico Collins,Tetairoa McMillan,Brock Bowers,,Detroit Lions
Daniel Jones,Jahmyr Gibbs,David Montgomery,Nico Collins,A.J. Brown,Tetairoa McMillan,Brock Bowers,,Detroit Lions
Daniel Jones,Jahmyr Gibbs,David Montgomery,Amon-Ra St. Brown,Nico Collins,Tetairoa McMillan,Brock Bowers,,Buffalo Bills
Daniel Jones,Jahmyr Gibbs,David Montgomery,Amon-Ra St. Brown,Nico Collins,Tetairoa McMillan,Brock Bowers,,Houston Texans
Daniel Jones,Jahmyr Gibbs,David Montgomery,Amon-Ra St. Brown,Nico Collins,Tetairoa McMillan,Brock Bowers,,Indianapolis Colts
