QB,RB,RB,WR,WR,WR,TE,FLEX,D
Daniel Jones,James Cook III,Nick Chubb,Amon-Ra St. Brown,Nico Collins,Zay Flowers,Brock Bowers,,Indianapolis Colts
Daniel Jones,James Cook III,Nick Chubb,Amon-Ra St. Brown,Nico Collins,Zay Flowers,Brock Bowers,,Baltimore Ravens
Daniel Jones,James Cook III,Nick Chubb,Amon-Ra St. Brown,Nico Collins,Zay Flowers,Brock Bowers,,Buffalo Bills
Daniel Jones,James Cook III,Nick Chubb,Amon-Ra St. Brown,Nico Collins,Zay Flowers,Brock Bowers,,Detroit Lions
Daniel Jones,James Cook III,Nick Chubb,Amon-Ra St. Brown,Nico Collins,Zay Flowers,Brock Bowers,,Washington Commanders
