QB,RB,RB,WR,WR,WR,TE,FLEX,D
Jalen Hurts,Jahmyr Gibbs,Ashton Jeanty,Amon-Ra St. Brown,Zay Flowers,DeVonta Smith,Brock Bowers,,Detroit Lions
Jalen Hurts,Jahmyr Gibbs,Ashton Jeanty,A.J. Brown,Zay Flowers,DeVonta Smith,Brock Bowers,,Detroit Lions
Jalen Hurts,James Cook III,Ashton Jeanty,Amon-Ra St. Brown,Zay Flowers,DeVonta Smith,Brock Bowers,,Detroit Lions
Jalen Hurts,Jahmyr Gibbs,Ashton Jeanty,Amon-Ra St. Brown,Zay Flowers,DeVonta Smith,Brock Bowers,,Baltimore Ravens
Jalen Hurts,Ashton Jeanty,David Montgomery,Amon-Ra St. Brown,Zay Flowers,DeVonta Smith,Brock Bowers,,Detroit Lions
