QB,RB,RB,WR,WR,WR,TE,FLEX,D
Jalen Hurts,Derrick Henry,James Cook III,A.J. Brown,Zay Flowers,Alec Pierce,Brock Bowers,,Washington Commanders
Jalen Hurts,Derrick Henry,James Cook III,A.J. Brown,Zay Flowers,DJ Moore,Brock Bowers,,Washington Commanders
Marcus Mariota,Derrick Henry,James Cook III,A.J. Brown,Zay Flowers,Alec Pierce,Brock Bowers,,Washington Commanders
Marcus Mariota,Derrick Henry,James Cook III,A.J. Brown,Zay Flowers,DJ Moore,Brock Bowers,,Washington Commanders
Jalen Hurts,Derrick Henry,James Cook III,A.J. Brown,Zay Flowers,Alec Pierce,Brock Bowers,,Detroit Lions
