QB,RB,RB,WR,WR,WR,TE,FLEX,D
Geno Smith,Jahmyr Gibbs,Nick Chubb,Nico Collins,Zay Flowers,DJ Moore,Brock Bowers,,Buffalo Bills
Geno Smith,Jahmyr Gibbs,Nick Chubb,Nico Collins,Zay Flowers,DJ Moore,Brock Bowers,,Indianapolis Colts
Geno Smith,Jahmyr Gibbs,David Montgomery,Nico Collins,Zay Flowers,DJ Moore,Brock Bowers,,Buffalo Bills
Geno Smith,Jahmyr Gibbs,David Montgomery,Nico Collins,Zay Flowers,DJ Moore,Brock Bowers,,Indianapolis Colts
Geno Smith,David Montgomery,Nick Chubb,Nico Collins,Zay Flowers,DJ Moore,Brock Bowers,,Buffalo Bills
