QB,RB,RB,WR,WR,WR,TE,FLEX,D
Daniel Jones,Ashton Jeanty,Nick Chubb,Amon-Ra St. Brown,Nico Collins,Zay Flowers,Brock Bowers,,Washington Commanders
Daniel Jones,Nick Chubb,Jacory Croskey-Merritt,Amon-Ra St. Brown,Nico Collins,Zay Flowers,Brock Bowers,,Washington Commanders
Daniel Jones,Ashton Jeanty,Jacory Croskey-Merritt,Amon-Ra St. Brown,Nico Collins,Zay Flowers,Brock Bowers,,Washington Commanders
Daniel Jones,Ashton Jeanty,Nick Chubb,Amon-Ra St. Brown,Zay Flowers,DeVonta Smith,Brock Bowers,,Washington Commanders
Daniel Jones,Nick Chubb,Jacory Croskey-Merritt,Amon-Ra St. Brown,Zay Flowers,DeVonta Smith,Brock Bowers,,Washington Commanders
