QB,RB,RB,WR,WR,WR,TE,FLEX,D
Jalen Hurts,Derrick Henry,Ashton Jeanty,Nico Collins,A.J. Brown,Zay Flowers,Brock Bowers,,Indianapolis Colts
Jalen Hurts,Derrick Henry,Ashton Jeanty,Nico Collins,Zay Flowers,DJ Moore,Brock Bowers,,Indianapolis Colts
Jalen Hurts,Derrick Henry,Ashton Jeanty,Nico Collins,Zay Flowers,DeVonta Smith,Brock Bowers,,Indianapolis Colts
Marcus Mariota,Derrick Henry,Ashton Jeanty,Nico Collins,A.J. Brown,Zay Flowers,Brock Bowers,,Indianapolis Colts
Jalen Hurts,Derrick Henry,Ashton Jeanty,A.J. Brown,Zay Flowers,DJ Moore,Brock Bowers,,Indianapolis Colts
