QB,RB,RB,WR,WR,WR,TE,FLEX,D
Daniel Jones,James Cook III,Nick Chubb,Amon-Ra St. Brown,Nico Collins,A.J. Brown,Brock Bowers,,Washington Commanders
Daniel Jones,James Cook III,Chris Rodriguez Jr.,Amon-Ra St. Brown,Nico Collins,A.J. Brown,Brock Bowers,,Washington Commanders
Daniel Jones,Nick Chubb,Chris Rodriguez Jr.,Amon-Ra St. Brown,Nico Collins,A.J. Brown,Brock Bowers,,Washington Commanders
Daniel Jones,James Cook III,Nick Chubb,Amon-Ra St. Brown,Nico Collins,A.J. Brown,Brock Bowers,,Detroit Lions
Daniel Jones,James Cook III,Chris Rodriguez Jr.,Amon-Ra St. Brown,Nico Collins,A.J. Brown,Brock Bowers,,Detroit Lions
