QB,RB,RB,WR,WR,WR,TE,FLEX,D
Marcus Mariota,Ashton Jeanty,Kyle Monangai,Amon-Ra St. Brown,Nico Collins,A.J. Brown,Brock Bowers,,Philadelphia Eagles
Marcus Mariota,Ashton Jeanty,Kyle Monangai,Amon-Ra St. Brown,Nico Collins,A.J. Brown,Tyler Warren,,Philadelphia Eagles
Marcus Mariota,Ashton Jeanty,Kyle Monangai,Amon-Ra St. Brown,Nico Collins,A.J. Brown,Brock Bowers,,Detroit Lions
Marcus Mariota,Jahmyr Gibbs,Ashton Jeanty,Amon-Ra St. Brown,Nico Collins,A.J. Brown,Brock Bowers,,Philadelphia Eagles
Marcus Mariota,Ashton Jeanty,Kyle Monangai,Amon-Ra St. Brown,Nico Collins,A.J. Brown,Tyler Warren,,Detroit Lions
