Lineup,QB,RB1,RB2,WR1,WR2,WR3,TE,FLEX,DEF,Salary,Projected,Ownership
1,Lamar Jackson,Bijan Robinson,David Montgomery,Rome Odunze,Quentin Johnston,Chris Godwin Jr.,Hunter Henry,Tre Tucker,Indianapolis Colts,60000,170.7,146.0
