QB,RB,RB,WR,WR,WR,TE,FLEX,D
Jalen Hurts,Derrick Henry,Jahmyr Gibbs,Amon-Ra St. Brown,Nico Collins,Alec Pierce,Brock Bowers,,Houston Texans
Jalen Hurts,Derrick Henry,Jahmyr Gibbs,Amon-Ra St. Brown,Nico Collins,Alec Pierce,Brock Bowers,,Indianapolis Colts
Jalen Hurts,Jahmyr Gibbs,Nick Chubb,Amon-Ra St. Brown,Nico Collins,Deebo Samuel Sr.,Brock Bowers,,Houston Texans
Jalen Hurts,Jahmyr Gibbs,Nick Chubb,Amon-Ra St. Brown,Nico Collins,Deebo Samuel Sr.,Brock Bowers,,Indianapolis Colts
Jalen Hurts,Jahmyr Gibbs,Nick Chubb,Amon-Ra St. Brown,Nico Collins,Alec Pierce,Brock Bowers,,Houston Texans
