Lineup,Player_1,Player_2,Player_3,Player_4,Player_5,Player_6,Player_7,Player_8,Player_9,Total_Salary,Projected_Points,Contest_Type
1,Lamar Jackson (QB) $8700,Jonathan Taylor (RB) $9500,James Cook III (RB) $8500,Amon-Ra St. Brown (WR) $8800,Xavier Worthy (WR) $6700,Tre Tucker (WR) $6000,Brock Wright (TE) $4500,Keith Kirkwood (WR) $4000,Carolina Panthers (D) $3200,59900,181.91,gpp
2,Connor Bazelak (QB) $6000,Jonathan Taylor (RB) $9500,James Cook III (RB) $8500,Amon-Ra St. Brown (WR) $8800,Rome Odunze (WR) $7200,Chris Godwin Jr. (WR) $6100,Brock Wright (TE) $4500,Tre Tucker (WR) $6000,Carolina Panthers (D) $3200,59800,170.61,gpp
3,Caleb Williams (QB) $7500,Jonathan Taylor (RB) $9500,David Montgomery (RB) $6700,Puka Nacua (WR) $9400,Rome Odunze (WR) $7200,Chris Godwin Jr. (WR) $6100,Charlie Woerner (TE) $4200,Tre Tucker (WR) $6000,Atlanta Falcons (D) $3400,60000,166.41,gpp
4,Lamar Jackson (QB) $8700,Jonathan Taylor (RB) $9500,James Cook III (RB) $8500,Amon-Ra St. Brown (WR) $8800,Rome Odunze (WR) $7200,Tre Tucker (WR) $6000,Jack Stoll (TE) $4100,Cornelius Johnson (WR) $4000,Carolina Panthers (D) $3200,60000,165.94,gpp
5,Lamar Jackson (QB) $8700,Jonathan Taylor (RB) $9500,James Cook III (RB) $8500,Puka Nacua (WR) $9400,Chris Godwin Jr. (WR) $6100,Tre Tucker (WR) $6000,Brock Wright (TE) $4500,Cornelius Johnson (WR) $4000,Carolina Panthers (D) $3200,59900,158.25,gpp
