QB,RB,RB,WR,WR,WR,TE,FLEX,D
Tyson Bagent,James Cook III,Ashton Jeanty,Nico Collins,A.J. Brown,Zay Flowers,Brock Bowers,,Detroit Lions
Geno Smith,James Cook III,Ashton Jeanty,Nico Collins,A.J. Brown,Zay Flowers,Brock Bowers,,Detroit Lions
Marcus Mariota,James Cook III,Ashton Jeanty,Nico Collins,A.J. Brown,Zay Flowers,Brock Bowers,,Detroit Lions
Tyson Bagent,James Cook III,Chris Rodriguez Jr.,Nico Collins,A.J. Brown,Zay Flowers,Brock Bowers,,Detroit Lions
Geno Smith,James Cook III,Chris Rodriguez Jr.,Nico Collins,A.J. Brown,Zay Flowers,Brock Bowers,,Detroit Lions
