QB,RB,RB,WR,WR,WR,TE,FLEX,D
Geno Smith,Jahmyr Gibbs,Nick Chubb,Nico Collins,A.J. Brown,Zay Flowers,Brock Bowers,,Detroit Lions
Geno Smith,Jahmyr Gibbs,Nick Chubb,Nico Collins,A.J. Brown,Zay Flowers,Brock Bowers,,Indianapolis Colts
Geno Smith,James Cook III,Nick Chubb,Nico Collins,A.J. Brown,Zay Flowers,Brock Bowers,,Detroit Lions
Geno Smith,Ashton Jeanty,Nick Chubb,Nico Collins,A.J. Brown,Zay Flowers,Brock Bowers,,Detroit Lions
Jalen Hurts,Jahmyr Gibbs,Nick Chubb,Nico Collins,A.J. Brown,Zay Flowers,Brock Bowers,,Detroit Lions
