QB,RB,RB,WR,WR,WR,TE,FLEX,D
Jalen Hurts,Jonathan Taylor,Nick Chubb,Amon-Ra St. Brown,Nico Collins,Zay Flowers,Brock Bowers,,Baltimore Ravens
Jalen Hurts,Jonathan Taylor,Nick Chubb,Amon-Ra St. Brown,Nico Collins,Zay Flowers,Brock Bowers,,Indianapolis Colts
Jalen Hurts,Jonathan Taylor,Nick Chubb,Amon-Ra St. Brown,Nico Collins,Zay Flowers,Brock Bowers,,Buffalo Bills
Jalen Hurts,Jonathan Taylor,Nick Chubb,Amon-Ra St. Brown,Nico Collins,DeVonta Smith,Brock Bowers,,Baltimore Ravens
Jalen Hurts,Jonathan Taylor,Nick Chubb,Amon-Ra St. Brown,Nico Collins,Zay Flowers,Brock Bowers,,Houston Texans
