QB,RB,RB,WR,WR,WR,TE,FLEX,D
Daniel Jones,Derrick Henry,Chris Rodriguez Jr.,Nico Collins,A.J. Brown,Zay Flowers,Brock Bowers,,Houston Texans
Daniel Jones,Derrick Henry,Chris Rodriguez Jr.,Nico Collins,A.J. Brown,Zay Flowers,Brock Bowers,,Detroit Lions
Daniel Jones,Derrick Henry,Chris Rodriguez Jr.,Nico Collins,Zay Flowers,Alec Pierce,Brock Bowers,,Houston Texans
Daniel Jones,Derrick Henry,Chris Rodriguez Jr.,Nico Collins,Zay Flowers,Alec Pierce,Brock Bowers,,Detroit Lions
Daniel Jones,Derrick Henry,James Cook III,Nico Collins,A.J. Brown,Zay Flowers,Brock Bowers,,Houston Texans
