QB,RB,RB,WR,WR,WR,TE,FLEX,D
Geno Smith,David Montgomery,Jeremy McNichols,Amon-Ra St. Brown,Nico Collins,A.J. Brown,Brock Bowers,,Houston Texans
Geno Smith,David Montgomery,Jeremy McNichols,Amon-Ra St. Brown,Nico Collins,Michael Pittman Jr.,Brock Bowers,,Houston Texans
Geno Smith,David Montgomery,Jeremy McNichols,Amon-Ra St. Brown,Nico Collins,Zay Flowers,Brock Bowers,,Houston Texans
Geno Smith,Jonathan Taylor,David Montgomery,Amon-Ra St. Brown,Nico Collins,A.J. Brown,Brock Bowers,,Houston Texans
Geno Smith,Ashton Jeanty,David Montgomery,Amon-Ra St. Brown,Nico Collins,A.J. Brown,Brock Bowers,,Houston Texans
