Lineup,QB,RB1,RB2,WR1,WR2,WR3,TE,FLEX,DEF,Salary,Projected,Ownership
1,Justin Herbert,Jonathan Taylor,James Cook III,Rome Odunze,Quentin Johnston,Chris Godwin Jr.,Brock Wright,Tre Tucker,Los Angeles Rams,59800,165.2,156.0
