Lineup,Player_1,Player_2,Player_3,Player_4,Player_5,Player_6,Player_7,Player_8,Player_9,Total_Salary,Projected_Points,Contest_Type
1,Jonathan Taylor (RB) $9500,Derrick Henry (RB) $9000,Josh Allen (QB) $9000,Alvin Kamara (RB) $7500,Keon Coleman (WR) $5700,Sterling Shepard (WR) $5300,Detroit Lions (D) $4900,Jordan Whittington (WR) $4600,Jackson Hawes (TE) $4500,60000,247.44,gpp
2,Derrick Henry (RB) $9000,Bijan Robinson (RB) $8900,James Cook III (RB) $8500,Jalen Hurts (QB) $8500,DeVonta Smith (WR) $6600,Detroit Lions (D) $4900,Tylan Wallace (WR) $4600,Curtis Samuel (WR) $4500,Luke Farrell (TE) $4500,60000,247.22,gpp
3,Christian McCaffrey (RB) $9300,Lamar Jackson (QB) $8700,Saquon Barkley (RB) $8700,James Cook III (RB) $8500,Darnell Mooney (WR) $5700,Buffalo Bills (D) $5000,Cade Otton (TE) $4900,Tylan Wallace (WR) $4600,Brandin Cooks (WR) $4600,60000,247.35,gpp
4,Josh Allen (QB) $9000,Amon-Ra St. Brown (WR) $8800,Jahmyr Gibbs (RB) $8300,Kyren Williams (RB) $7800,Ashton Jeanty (RB) $6800,Joshua Palmer (WR) $5200,Hunter Renfrow (WR) $5100,Baltimore Ravens (D) $4500,Luke Farrell (TE) $4500,60000,246.21,gpp
5,Derrick Henry (RB) $9000,Josh Allen (QB) $9000,Amon-Ra St. Brown (WR) $8800,Saquon Barkley (RB) $8700,Keon Coleman (WR) $5700,Buffalo Bills (D) $5000,Tyler Higbee (TE) $4700,Brandin Cooks (WR) $4600,Mack Hollins (WR) $4500,60000,239.16,gpp
