QB,RB,RB,WR,WR,WR,TE,FLEX,D
Daniel Jones,James Cook III,Nick Chubb,Nico Collins,A.J. Brown,Zay Flowers,Brock Bowers,,Baltimore Ravens
Daniel Jones,James Cook III,Nick Chubb,Nico Collins,A.J. Brown,Zay Flowers,Brock Bowers,,Houston Texans
Daniel Jones,James Cook III,Nick Chubb,Amon-Ra St. Brown,Nico Collins,Zay Flowers,Brock Bowers,,Baltimore Ravens
Daniel Jones,James Cook III,Nick Chubb,Amon-Ra St. Brown,Nico Collins,Zay Flowers,Brock Bowers,,Houston Texans
Lamar Jackson,James Cook III,Nick Chubb,Nico Collins,A.J. Brown,Zay Flowers,Brock Bowers,,Baltimore Ravens
