QB,RB,RB,WR,WR,WR,TE,FLEX,D
Jalen Hurts,Ashton Jeanty,Kyle Monangai,Amon-Ra St. Brown,Nico Collins,Zay Flowers,Brock Bowers,,Houston Texans
Jalen Hurts,Ashton Jeanty,Kyle Monangai,Amon-Ra St. Brown,Nico Collins,Zay Flowers,Brock Bowers,,Baltimore Ravens
Jalen Hurts,James Cook III,Ashton Jeanty,Amon-Ra St. Brown,Nico Collins,Zay Flowers,Brock Bowers,,Houston Texans
Jalen Hurts,James Cook III,Ashton Jeanty,Amon-Ra St. Brown,Nico Collins,Zay Flowers,Brock Bowers,,Baltimore Ravens
Jalen Hurts,Ashton Jeanty,Kyle Monangai,Amon-Ra St. Brown,Nico Collins,Zay Flowers,Brock Bowers,,Detroit Lions
