QB,RB,RB,WR,WR,WR,TE,FLEX,D
Daniel Jones,Ashton Jeanty,Nick Chubb,Amon-Ra St. Brown,Nico Collins,A.J. Brown,Brock Bowers,,Indianapolis Colts
Geno Smith,Ashton Jeanty,Nick Chubb,Amon-Ra St. Brown,Nico Collins,A.J. Brown,Brock Bowers,,Indianapolis Colts
Daniel Jones,Ashton Jeanty,David Montgomery,Amon-Ra St. Brown,Nico Collins,A.J. Brown,Brock Bowers,,Indianapolis Colts
Daniel Jones,Ashton Jeanty,Nick Chubb,Amon-Ra St. Brown,Nico Collins,A.J. Brown,Brock Bowers,,Detroit Lions
Daniel Jones,Jahmyr Gibbs,Ashton Jeanty,Amon-Ra St. Brown,Nico Collins,A.J. Brown,Brock Bowers,,Indianapolis Colts
