QB,RB,RB,WR,WR,WR,TE,FLEX,D
Jalen Hurts,Derrick Henry,Ashton Jeanty,Amon-Ra St. Brown,Nico Collins,DeVonta Smith,Tyler Warren,,Philadelphia Eagles
Jalen Hurts,Derrick Henry,Ashton Jeanty,Amon-Ra St. Brown,Nico Collins,DeVonta Smith,Brock Bowers,,Philadelphia Eagles
Jalen Hurts,Derrick Henry,Ashton Jeanty,Amon-Ra St. Brown,Nico Collins,DeVonta Smith,Tyler Warren,,Detroit Lions
Jalen Hurts,Derrick Henry,Ashton Jeanty,Amon-Ra St. Brown,Nico Collins,DeVonta Smith,Tyler Warren,,Washington Commanders
Jalen Hurts,Derrick Henry,Ashton Jeanty,Amon-Ra St. Brown,Nico Collins,DeVonta Smith,Tyler Warren,,Buffalo Bills
