QB,RB,RB,WR,WR,WR,TE,FLEX,D
Daniel Jones,James Cook III,David Montgomery,Amon-Ra St. Brown,Nico Collins,Zay Flowers,Brock Bowers,,Washington Commanders
Daniel Jones,James Cook III,Nick Chubb,Amon-Ra St. Brown,Nico Collins,Zay Flowers,Brock Bowers,,Washington Commanders
Daniel Jones,James Cook III,David Montgomery,Amon-Ra St. Brown,Nico Collins,DeVonta Smith,Brock Bowers,,Washington Commanders
Daniel Jones,James Cook III,Woody Marks,Amon-Ra St. Brown,Nico Collins,Zay Flowers,Brock Bowers,,Washington Commanders
Daniel Jones,James Cook III,David Montgomery,Amon-Ra St. Brown,Nico Collins,Hunter Renfrow,Brock Bowers,,Washington Commanders
