QB,RB,RB,WR,WR,WR,TE,FLEX,D
Marcus Mariota,Derrick Henry,Jeremy McNichols,Amon-Ra St. Brown,Nico Collins,DeVonta Smith,Brock Bowers,,Washington Commanders
Marcus Mariota,Derrick Henry,Jeremy McNichols,Amon-Ra St. Brown,Nico Collins,DeVonta Smith,Brock Bowers,,Buffalo Bills
Marcus Mariota,Derrick Henry,Jeremy McNichols,Amon-Ra St. Brown,Nico Collins,DJ Moore,Brock Bowers,,Washington Commanders
Marcus Mariota,Derrick Henry,Jeremy McNichols,Amon-Ra St. Brown,Nico Collins,DeVonta Smith,Brock Bowers,,Baltimore Ravens
Marcus Mariota,Derrick Henry,Jeremy McNichols,Amon-Ra St. Brown,Nico Collins,DJ Moore,Brock Bowers,,Buffalo Bills
