Lineup,Player_1,Player_2,Player_3,Player_4,Player_5,Player_6,Player_7,Player_8,Player_9,Total_Salary,Projected_Points,Contest_Type
1,Lamar Jackson (QB) $8700,Jonathan Taylor (RB) $9500,Hassan Haskins (RB) $4600,Puka Nacua (WR) $9400,Amon-Ra St. Brown (WR) $8800,Tre Tucker (WR) $6000,Hunter Henry (TE) $5500,LaJohntay Wester (WR) $4000,Carolina Panthers (D) $3200,59700,175.62,gpp
2,Lamar Jackson (QB) $8700,Jonathan Taylor (RB) $9500,James Cook III (RB) $8500,Amon-Ra St. Brown (WR) $8800,Quentin Johnston (WR) $6200,Tre Tucker (WR) $6000,Brock Wright (TE) $4500,Devontez Walker (WR) $4400,Carolina Panthers (D) $3200,59800,174.04,gpp
3,Lamar Jackson (QB) $8700,Jonathan Taylor (RB) $9500,James Cook III (RB) $8500,Puka Nacua (WR) $9400,Chris Godwin Jr. (WR) $6100,Tre Tucker (WR) $6000,Brock Wright (TE) $4500,Keith Kirkwood (WR) $4000,Carolina Panthers (D) $3200,59900,167.53,gpp
4,Lamar Jackson (QB) $8700,Jonathan Taylor (RB) $9500,James Cook III (RB) $8500,Amon-Ra St. Brown (WR) $8800,Rome Odunze (WR) $7200,Tre Tucker (WR) $6000,Jack Stoll (TE) $4100,Keith Kirkwood (WR) $4000,Carolina Panthers (D) $3200,60000,167.07,gpp
5,Stetson Bennett IV (QB) $6000,Jonathan Taylor (RB) $9500,David Montgomery (RB) $6700,Puka Nacua (WR) $9400,Amon-Ra St. Brown (WR) $8800,Chris Godwin Jr. (WR) $6100,Jack Stoll (TE) $4100,Tre Tucker (WR) $6000,Atlanta Falcons (D) $3400,60000,159.62,gpp
