Lineup,Player_1,Player_2,Player_3,Player_4,Player_5,Player_6,Player_7,Player_8,Player_9,Total_Salary,Projected_Points,Contest_Type
1,Lamar Jackson (QB) $8700,Jonathan Taylor (RB) $9500,James Cook III (RB) $8500,Rome Odunze (WR) $7200,Chris Godwin Jr. (WR) $6100,Tre Tucker (WR) $6000,Brock Wright (TE) $4500,Devontez Walker (WR) $4400,Indianapolis Colts (D) $4700,59600,169.64,gpp
2,Daniel Jones (QB) $7400,Jonathan Taylor (RB) $9500,James Cook III (RB) $8500,Puka Nacua (WR) $9400,Chris Godwin Jr. (WR) $6100,Tre Tucker (WR) $6000,Charlie Heck (TE) $4000,Michael Pittman Jr. (WR) $5800,Carolina Panthers (D) $3200,59900,169.11,gpp
3,Caleb Williams (QB) $7500,Jonathan Taylor (RB) $9500,David Montgomery (RB) $6700,Puka Nacua (WR) $9400,Rome Odunze (WR) $7200,Chris Godwin Jr. (WR) $6100,Jack Stoll (TE) $4100,Tre Tucker (WR) $6000,Carolina Panthers (D) $3200,59700,164.95,gpp
