Lineup,Player_1,Player_2,Player_3,Player_4,Player_5,Player_6,Player_7,Player_8,Player_9,Total_Salary,Projected_Points,Contest_Type
1,Lamar Jackson (QB) $8700,Jonathan Taylor (RB) $9500,James Cook III (RB) $8500,Puka Nacua (WR) $9400,Chris Godwin Jr. (WR) $6100,Tre Tucker (WR) $6000,Jack Stoll (TE) $4100,Devontez Walker (WR) $4400,Carolina Panthers (D) $3200,59900,165.8,gpp
2,Caleb Williams (QB) $7500,Jonathan Taylor (RB) $9500,James Cook III (RB) $8500,Rome Odunze (WR) $7200,Xavier Worthy (WR) $6700,Tre Tucker (WR) $6000,Charlie Woerner (TE) $4200,David Montgomery (RB) $6700,Atlanta Falcons (D) $3400,59700,168.34,gpp
3,Justin Herbert (QB) $7900,Jonathan Taylor (RB) $9500,James Cook III (RB) $8500,Rome Odunze (WR) $7200,Keenan Allen (WR) $6500,Quentin Johnston (WR) $6200,Brock Wright (TE) $4500,Tre Tucker (WR) $6000,Carolina Panthers (D) $3200,59500,163.24,gpp
