QB,RB,RB,WR,WR,WR,TE,FLEX,D
Daniel Jones,David Montgomery,Nick Chubb,Nico Collins,A.J. Brown,DeVonta Smith,Brock Bowers,,Indianapolis Colts
Daniel Jones,David Montgomery,Nick Chubb,Amon-Ra St. Brown,Nico Collins,A.J. Brown,Brock Bowers,,Indianapolis Colts
Daniel Jones,David Montgomery,Nick Chubb,Amon-Ra St. Brown,A.J. Brown,DeVonta Smith,Brock Bowers,,Indianapolis Colts
Daniel Jones,David Montgomery,Nick Chubb,Amon-Ra St. Brown,Nico Collins,DeVonta Smith,Brock Bowers,,Indianapolis Colts
Daniel Jones,David Montgomery,Nick Chubb,Nico Collins,A.J. Brown,DeVonta Smith,Brock Bowers,,Detroit Lions
