Lineup,Player_1,Player_2,Player_3,Player_4,Player_5,Player_6,Player_7,Player_8,Player_9,Total_Salary,Projected_Points,Contest_Type
1,Caleb Williams (QB) $7500,Jonathan Taylor (RB) $9500,James Cook III (RB) $8500,Rome Odunze (WR) $7200,Quentin Johnston (WR) $6200,Chris Godwin Jr. (WR) $6100,Dalton Kincaid (TE) $5600,Tre Tucker (WR) $6000,Atlanta Falcons (D) $3400,60000,170.88,gpp
2,Caleb Williams (QB) $7500,Jonathan Taylor (RB) $9500,James Cook III (RB) $8500,Rome Odunze (WR) $7200,Xavier Worthy (WR) $6700,Quentin Johnston (WR) $6200,Brock Wright (TE) $4500,Tre Tucker (WR) $6000,Carolina Panthers (D) $3200,59300,169.58,gpp
3,Lamar Jackson (QB) $8700,Jonathan Taylor (RB) $9500,James Cook III (RB) $8500,Amon-Ra St. Brown (WR) $8800,Chris Godwin Jr. (WR) $6100,Tre Tucker (WR) $6000,Brock Wright (TE) $4500,Devontez Walker (WR) $4400,Carolina Panthers (D) $3200,59700,160.16,gpp
