QB,RB,RB,WR,WR,WR,TE,FLEX,D
Jalen Hurts,Derrick Henry,Jahmyr Gibbs,Nico Collins,Zay Flowers,DeVonta Smith,Brock Bowers,,Buffalo Bills
Jalen Hurts,Jahmyr Gibbs,Jacory Croskey-Merritt,Amon-Ra St. Brown,Nico Collins,Zay Flowers,Brock Bowers,,Buffalo Bills
Jalen Hurts,Derrick Henry,Jahmyr Gibbs,Nico Collins,Zay Flowers,Michael Pittman Jr.,Brock Bowers,,Buffalo Bills
Jalen Hurts,Jahmyr Gibbs,Ashton Jeanty,Amon-Ra St. Brown,Nico Collins,Zay Flowers,Brock Bowers,,Buffalo Bills
Jalen Hurts,Jahmyr Gibbs,Jacory Croskey-Merritt,Nico Collins,Zay Flowers,DeVonta Smith,Brock Bowers,,Buffalo Bills
