"PLAYER NAME","OPP","KICKOFF","WX","SPREAD","O/U","PRED SCORE","PROJ RANK","$ RANK","RANK DIFF","PROJ PTS","SALARY","CPP","PROJ ROSTER %"
"Tanner McKee (PHI - QB) O","DAL","Thu 8:20PM","","PHI -7","46.5","27","0","0","0","0.0","$1,000","$0","1-5%-"
"Johnny Wilson (PHI - WR) I","DAL","Thu 8:20PM","","PHI -7","46.5","27","0","0","0","0.0","$2,200","$0","5-10%-"
"Jalen Cropper (DAL - WR)","@PHI","Thu 8:20PM","","PHI -7","46.5","20","0","0","0","0.0","$1,000","$0","1-5%-"
"Jalen Brooks (DAL - WR)","@PHI","Thu 8:20PM","","PHI -7","46.5","20","0","0","0","0.0","$1,400","$0","1-5%-"
"Elijah Cooks (PHI - WR)","DAL","Thu 8:20PM","","PHI -7","46.5","27","0","0","0","0.0","$1,000","$0","5-10%-"
"E.J. Jenkins (PHI - TE)","DAL","Thu 8:20PM","","PHI -7","46.5","27","0","0","0","0.0","$1,000","$0","1-5%-"
"Princeton Fant (DAL - TE)","@PHI","Thu 8:20PM","","PHI -7","46.5","20","0","0","0","0.0","$1,000","$0","1-5%-"
"John Stephens Jr. (DAL - WR) I","@PHI","Thu 8:20PM","","PHI -7","46.5","20","0","0","0","0.0","$1,000","$0","1-5%-"
"Ryan Flournoy (DAL - WR)","@PHI","Thu 8:20PM","","PHI -7","46.5","20","0","0","0","0.0","$1,000","$0","1-5%-"
"Rivaldo Fairweather (DAL - TE)","@PHI","Thu 8:20PM","","PHI -7","46.5","20","0","0","0","0.0","$1,000","$0","1-5%-"
"Josh Kelly (DAL - WR)","@PHI","Thu 8:20PM","","PHI -7","46.5","20","0","0","0","0.0","$1,000","$0","1-5%-"
"Tyler Neville (DAL - TE)","@PHI","Thu 8:20PM","","PHI -7","46.5","20","0","0","0","0.0","$1,000","$0","1-5%-"
"Montrell Johnson Jr. (PHI - RB)","DAL","Thu 8:20PM","","PHI -7","46.5","27","0","0","0","0.0","$1,000","$0","1-5%-"
"Taylor Morin (PHI - WR)","DAL","Thu 8:20PM","","PHI -7","46.5","27","0","0","0","0.0","$1,000","$0","5-10%-"
"ShunDerrick Powell (PHI - RB)","DAL","Thu 8:20PM","","PHI -7","46.5","27","0","0","0","0.0","$1,000","$0","1-5%-"
"Darius Cooper (PHI - WR)","DAL","Thu 8:20PM","","PHI -7","46.5","27","0","0","0","0.0","$1,000","$0","5-10%-"
"Giles Jackson (PHI - WR)","DAL","Thu 8:20PM","","PHI -7","46.5","27","0","0","0","0.0","$1,000","$0","5-10%-"
"Ife Adeyi (PHI - WR)","DAL","Thu 8:20PM","","PHI -7","46.5","27","0","0","0","0.0","$1,000","$0","5-10%-"
"Amari Cooper (LV - WR) O","@NE","Sun 1:00PM","","NE -2.5","43.5","20.5","127","42","-85","0.0","$5,100","$0","1-5%-"
"Jeff Wilson Jr. (MIA - RB)","@IND","Sun 1:00PM","","IND -1.5","46.5","22.5","81","78","-3","0.0","$4,100","$0","0%"
"Albert Okwuegbunam Jr. (LV - TE)","@NE","Sun 1:00PM","","NE -2.5","43.5","20.5","79","68","-11","0.0","$4,000","$0","1-5%-"
"Brett Rypien (CIN - QB)","@CLE","Sun 1:00PM","","CIN -5.5","47.5","26.5","56","47","-9","0.0","$6,000","$0","1-5%-"
"Trayveon Williams (CLE - RB)","CIN","Sun 1:00PM","","CIN -5.5","47.5","21","82","79","-3","0.0","$4,100","$0","1-5%"
"JaMycal Hasty (MIA - RB)","@IND","Sun 1:00PM","","IND -1.5","46.5","22.5","92","81","-11","0.0","$4,100","$0","0%"
"Bailey Zappe (CLE - QB)","CIN","Sun 1:00PM","","CIN -5.5","47.5","21","69","70","1","0.0","$6,000","$0","1-5%-"
"Tyler Scott (IND - WR)","MIA","Sun 1:00PM","","IND -1.5","46.5","24","220","209","-11","0.0","$4,000","$0","0%-"
"Deneric Prince (NE - RB) I","LV","Sun 1:00PM","","NE -2.5","43.5","23","123","120","-3","0.0","$4,000","$0","1-5%"
"Dalevon Campbell (CAR - WR)","@JAC","Sun 1:00PM","","JAC -3.5","47","22","300","300","0","0.0","$4,000","$0","0%-"
"Hunter Dekkers (NO - QB)","ARI","Sun 1:00PM","","ARI -6.5","43.5","18.5","95","95","0","0.0","$6,000","$0","0%-"
"Trevor Siemian (TEN - QB)","@DEN","Sun 4:05PM","","DEN -8.5","42.5","17","50","36","-14","0.0","$6,000","$0","0%-"
"Robbie Chosen (SF - WR)","@SEA","Sun 4:05PM","","SF -2","43.5","23","132","131","-1","0.0","$4,000","$0","0%-"
"Malik Turner (SF - WR)","@SEA","Sun 4:05PM","","SF -2","43.5","23","142","136","-6","0.0","$4,000","$0","0%-"
"Juwann Winfree (HOU - WR)","@LAR","Sun 4:25PM","","LAR -3","43.5","20.5","149","141","-8","0.0","$4,000","$0","0%-"
"Adam Prentice (DEN - RB)","TEN","Sun 4:05PM","","DEN -8.5","42.5","25.5","110","107","-3","0.0","$4,000","$0","0%"
"Patrick Murtagh (DEN - TE)","TEN","Sun 4:05PM","","DEN -8.5","42.5","25.5","119","113","-6","0.0","$4,000","$0","0%-"
"Wesley Steiner (SEA - RB)","SF","Sun 4:05PM","","SF -2","43.5","21","150","150","0","0.0","$4,000","$0","0%"
"Case Keenum (CHI - QB)","MIN","Mon 8:15PM","","MIN -1.5","44","21.5","0","0","0","0.0","$6,000","$0","0%-"
"James Winchester (KC - TE)","@LAC","Fri 8:00PM","","KC -3","46.5","25","0","0","0","0.0","$4,000","$0","1-5%-"
"Andrew DePaola (MIN - TE)","@CHI","Mon 8:15PM","","MIN -1.5","44","23","0","0","0","0.0","$4,000","$0","0%-"
"Nick Vannett (MIN - TE)","@CHI","Mon 8:15PM","","MIN -1.5","44","23","0","0","0","0.0","$4,200","$0","0%-"
"C.J. Ham (MIN - RB)","@CHI","Mon 8:15PM","","MIN -1.5","44","23","0","0","0","0.0","$4,100","$0","0%-"
"Robert Tonyan (KC - TE)","@LAC","Fri 8:00PM","","KC -3","46.5","25","0","0","0","0.0","$4,000","$0","1-5%-"
"Anthony Miller (BAL - WR)","@BUF","Sun 8:20PM","","BAL -1","50.5","26","0","0","0","0.0","$4,000","$0","0%-"
"Nyheim Hines (LAC - RB)","KC","Fri 8:00PM","","KC -3","46.5","22","0","0","0","0.0","$4,000","$0","1-5%-"
"Keith Kirkwood (BAL - WR)","@BUF","Sun 8:20PM","","BAL -1","50.5","26","0","0","0","0.0","$4,000","$0","0%-"
"Travis Homer (CHI - RB)","MIN","Mon 8:15PM","","MIN -1.5","44","21.5","0","0","0","0.0","$4,300","$0","0%-"
"Miles Boykin (CHI - WR)","MIN","Mon 8:15PM","","MIN -1.5","44","21.5","0","0","0","0.0","$4,000","$0","0%-"
"Stephen Carlson (CHI - TE)","MIN","Mon 8:15PM","","MIN -1.5","44","21.5","0","0","0","0.0","$4,700","$0","0%-"
"D'Ernest Johnson (BAL - RB)","@BUF","Sun 8:20PM","","BAL -1","50.5","26","0","0","0","0.0","$4,000","$0","0%-"
"Devin Duvernay (CHI - WR)","MIN","Mon 8:15PM","","MIN -1.5","44","21.5","0","0","0","0.0","$4,200","$0","0%-"
"Tyler Huntley (BAL - QB)","@BUF","Sun 8:20PM","","BAL -1","50.5","26","0","0","0","0.0","$6,700","$0","0%-"
"Shane Buechele (BUF - QB)","BAL","Sun 8:20PM","","BAL -1","50.5","25","0","0","0","0.0","$6,000","$0","0%-"
"Rondale Moore (MIN - WR) I","@CHI","Mon 8:15PM","","MIN -1.5","44","23","0","0","0","0.0","$4,000","$0","0%-"
"Reggie Gilliam (BUF - RB)","BAL","Sun 8:20PM","","BAL -1","50.5","25","0","0","0","0.0","$4,000","$0","0%-"
"Kristian Wilkerson (BUF - WR)","BAL","Sun 8:20PM","","BAL -1","50.5","25","0","0","0","0.0","$4,000","$0","0%-"
"Jake Briningstool (KC - TE) I","@LAC","Fri 8:00PM","","KC -3","46.5","25","0","0","0","0.0","$4,000","$0","1-5%-"
"DJ Uiagalelei (LAC - QB)","KC","Fri 8:00PM","","KC -3","46.5","22","0","0","0","0.0","$6,000","$0","1-5%-"
"Keaontay Ingram (KC - RB) I","@LAC","Fri 8:00PM","","KC -3","46.5","25","0","0","0","0.0","$4,000","$0","1-5%-"
"Tim Jones (MIN - WR)","@CHI","Mon 8:15PM","","MIN -1.5","44","23","0","0","0","0.0","$4,000","$0","0%-"
"Dominique Robinson (CHI - WR)","MIN","Mon 8:15PM","","MIN -1.5","44","21.5","0","0","0","0.0","$4,000","$0","0%-"
"Malik Davis (DAL - RB)","@PHI","Thu 8:20PM","","PHI -7","46.5","20","0","0","0","0.0","$4,000","$0","1-5%-"
"Brittain Brown (CHI - RB)","MIN","Mon 8:15PM","","MIN -1.5","44","21.5","0","0","0","0.0","$4,000","$0","0%-"
"Chris Oladokun (KC - QB)","@LAC","Fri 8:00PM","","KC -3","46.5","25","0","0","0","0.0","$6,000","$0","1-5%-"
"Maurice Alexander (CHI - WR)","MIN","Mon 8:15PM","","MIN -1.5","44","21.5","0","0","0","0.0","$4,000","$0","0%-"
"Xazavian Valladay (MIN - RB)","@CHI","Mon 8:15PM","","MIN -1.5","44","23","0","0","0","0.0","$4,000","$0","0%-"
"Zavier Scott (MIN - WR) Q","@CHI","Mon 8:15PM","","MIN -1.5","44","23","0","0","0","0.0","$4,000","$0","0%-"
"Jason Brownlee (KC - WR)","@LAC","Fri 8:00PM","","KC -3","46.5","25","0","0","0","0.0","$4,000","$0","1-5%-"
"Tyrell Shavers (BUF - WR)","BAL","Sun 8:20PM","","BAL -1","50.5","25","0","0","0","0.0","$4,000","$0","0%-"
"Lucky Jackson (MIN - WR)","@CHI","Mon 8:15PM","","MIN -1.5","44","23","0","0","0","0.0","$4,000","$0","0%-"
"Frank Gore Jr. (BUF - RB)","BAL","Sun 8:20PM","","BAL -1","50.5","25","0","0","0","0.0","$4,000","$0","0%-"
"Rasheen Ali (BAL - RB)","@BUF","Sun 8:20PM","","BAL -1","50.5","26","0","0","0","0.0","$4,000","$0","0%-"
"Bryson Nesbit (MIN - TE)","@CHI","Mon 8:15PM","","MIN -1.5","44","23","0","0","0","0.0","$4,000","$0","0%-"
"Benjamin Yurosek (MIN - TE)","@CHI","Mon 8:15PM","","MIN -1.5","44","23","0","0","0","0.0","$4,000","$0","0%-"
"Carson Steele (KC - RB)","@LAC","Fri 8:00PM","","KC -3","46.5","25","0","0","0","0.0","$4,000","$0","1-5%-"
"Dayton Wade (BAL - WR) I","@BUF","Sun 8:20PM","","BAL -1","50.5","26","0","0","0","0.0","$4,000","$0","0%-"
"Jeshaun Jones (MIN - WR)","@CHI","Mon 8:15PM","","MIN -1.5","44","23","0","0","0","0.0","$4,000","$0","0%-"
"JaQuae Jackson (LAC - WR)","KC","Fri 8:00PM","","KC -3","46.5","22","0","0","0","0.0","$4,000","$0","5-10%-"
"Ian Wheeler (CHI - RB)","MIN","Mon 8:15PM","","MIN -1.5","44","21.5","0","0","0","0.0","$4,000","$0","0%-"
"Thomas Yassmin (LAC - TE)","KC","Fri 8:00PM","","KC -3","46.5","22","0","0","0","0.0","$4,000","$0","1-5%-"
"Jalen Royals (KC - WR) O","@LAC","Fri 8:00PM","","KC -3","46.5","25","0","0","0","0.0","$4,000","$0","5-10%-"
"Keleki Latu (BUF - TE)","BAL","Sun 8:20PM","","BAL -1","50.5","25","0","0","0","0.0","$4,000","$0","0%-"
"LaJohntay Wester (BAL - WR)","@BUF","Sun 8:20PM","","BAL -1","50.5","26","0","0","0","0.0","$4,000","$0","0%-"
"Stephen Gosnell (BUF - WR)","BAL","Sun 8:20PM","","BAL -1","50.5","25","0","0","0","0.0","$4,000","$0","0%-"
"Max Brosmer (MIN - QB)","@CHI","Mon 8:15PM","","MIN -1.5","44","23","0","0","0","0.0","$6,000","$0","0%-"
"Luke Grimm (LAC - WR)","KC","Fri 8:00PM","","KC -3","46.5","22","0","0","0","0.0","$4,000","$0","5-10%-"
"Dontae Fleming (MIN - WR)","@CHI","Mon 8:15PM","","MIN -1.5","44","23","0","0","0","0.0","$4,000","$0","0%-"
"Myles Price (MIN - WR)","@CHI","Mon 8:15PM","","MIN -1.5","44","23","0","0","0","0.0","$4,000","$0","0%-"
"Jahdae Walker (CHI - WR)","MIN","Mon 8:15PM","","MIN -1.5","44","21.5","0","0","0","0.0","$4,000","$0","0%-"
"Deion Hankins (CHI - RB) I","MIN","Mon 8:15PM","","MIN -1.5","44","21.5","0","0","0","0.0","$4,000","$0","0%-"
"Tre Watson (KC - TE)","@LAC","Fri 8:00PM","","KC -3","46.5","25","0","0","0","0.0","$4,000","$0","1-5%-"
"Jimmy Holiday (KC - WR)","@LAC","Fri 8:00PM","","KC -3","46.5","25","0","0","0","0.0","$4,000","$0","5-10%-"
"Lucas Scott (BAL - RB)","@BUF","Sun 8:20PM","","BAL -1","50.5","26","0","0","0","0.0","$4,000","$0","0%-"
