Lineup,QB,RB1,RB2,WR1,WR2,WR3,TE,FLEX,DEF,Salary,Projected,Ceiling90,Uniqueness,Avg_Ownership
1,Patrick Mahomes,Jonathan Taylor,Javonte Williams,Quentin Johnston,Jordan Addison,Tyquan Thornton,Darren Waller,Dallas Goedert,Minnesota Vikings,59900,150.8,168.3,100.0,0.0
