Lineup,QB,RB1,RB2,WR1,WR2,WR3,TE,FLEX,DEF,Salary,Projected,Ownership
1,Dak Prescott,Javonte Williams,Kenneth Gainwell,Puka Nacua,CeeDee Lamb,George Pickens,David Martin-Robinson,Romeo Doubs,Carolina Panthers,60000,131.9,0.0
2,Justin Herbert,Javonte Williams,Jaylen Warren,Puka Nacua,CeeDee Lamb,George Pickens,David Martin-Robinson,Skyy Moore,Arizona Cardinals,59800,122.5,0.0
3,Daniel Jones,Jonathan Taylor,Javonte Williams,CeeDee Lamb,George Pickens,Tre Tucker,David Martin-Robinson,Kenneth Gainwell,Arizona Cardinals,60000,133.7,0.0
