Lineup,QB,RB1,RB2,WR1,WR2,WR3,TE,FLEX,DEF,Salary,Projected,Ownership
1,Justin Fields,Javonte Williams,J.K. Dobbins,Jaxon Smith-Njigba,Garrett Wilson,George Pickens,Darren Waller,Tre Tucker,Seattle Seahawks,59900,177.7,140.0
2,Dak Prescott,Bucky Irving,Omarion Hampton,CeeDee Lamb,Emeka Egbuka,Zay Flowers,Darren Waller,J.K. Dobbins,Las Vegas Raiders,60000,175.1,136.0
