Lineup,QB,RB1,RB2,WR1,WR2,WR3,TE,FLEX,DEF,Salary,Projected,Uniqueness,Avg_Ownership
1,Lamar Jackson,Javonte Williams,Bucky Irving,CeeDee Lamb,Emeka Egbuka,Devontez Walker,Brevyn Spann-Ford,Quinshon Judkins,Arizona Cardinals,59800,129.3,100.0,0.0
