Lineup,QB,RB1,RB2,WR1,WR2,WR3,TE,FLEX,DEF,Salary,Projected,Uniqueness,Avg_Ownership
1,Dak Prescott,Christian McCaffrey,Javonte Williams,George Pickens,Keenan Allen,Romeo Doubs,David Martin-Robinson,Bucky Irving,Carolina Panthers,60000,125.0,100.0,0.0
