Lineup,QB,RB1,RB2,WR1,WR2,WR3,TE,FLEX,DEF,Salary,Projected,Ownership
1,Matthew Stafford,Javonte Williams,Quinshon Judkins,George Pickens,Romeo Doubs,Stefon Diggs,Jake Ferguson,Darren Waller,Seattle Seahawks,59900,188.2,0.0
2,Dak Prescott,Bucky Irving,Kenneth Gainwell,Puka Nacua,CeeDee Lamb,Michael Pittman Jr.,Jake Ferguson,Ameer Abdullah,Jacksonville Jaguars,60000,176.1,0.0
3,Dak Prescott,De'Von Achane,Javonte Williams,Marvin Harrison Jr.,Tre Tucker,Ryan Flournoy,Darren Waller,Travis Etienne Jr.,Indianapolis Colts,59600,175.6,0.0
