Lineup,QB,RB1,RB2,WR1,WR2,WR3,TE,FLEX,DEF,Salary,Projected,Ownership
1,Mac Jones,Javonte Williams,Bucky Irving,Puka Nacua,CeeDee Lamb,George Pickens,David Martin-Robinson,Skyy Moore,Carolina Panthers,60000,121.8,0.0
2,Dak Prescott,Javonte Williams,Travis Etienne Jr.,Puka Nacua,CeeDee Lamb,George Pickens,David Martin-Robinson,Zaire Mitchell-Paden,Miami Dolphins,59900,122.1,0.0
3,Dak Prescott,Christian McCaffrey,Kenneth Gainwell,Puka Nacua,CeeDee Lamb,George Pickens,Zaire Mitchell-Paden,Devontez Walker,New Orleans Saints,60000,130.7,0.0
